 1  59  26  3
 2  35  12  2
 3  21  14  2
 4  28  16  1
 5  42  15  8
 6  44  10  1
 7  55   8  1
 8  49  21  5
 9  37  15  5
10  50  14  3
11  48  19  3
12  55  26  8
13  55  32  8
14  46  23  8
15  43  22  8
16  39  20  2
17  42  15  5
18  51  21  5
19  50  18  1
20  31   6  1
21  32   6  9
22  36  17  5
23  27   9  9
24  37   8  1
25  24  -1  9
26  41  -4  9
27  43  19  5
28  45   7  9
29  17   0  9
30  47   8  5
31  53  20  4
